"DAY_OF_MONTH","DAY_OF_WEEK","OP_CARRIER_AIRLINE_ID","OP_CARRIER","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","DEST_AIRPORT_ID","DEP_DEL15","ARR_DEL15","CANCELLED","DIVERTED","DISTANCE"
"422117",22,3,20363,1,5174,11433,10469,1,"0",0,0,113
"3542",1,3,20409,4,1837,10721,11433,1,"0",0,0,632
"512173",27,1,20363,1,5110,11193,11433,1,"0",0,0,229
"74172",4,6,20304,13,3511,15607,10397,1,"0",0,0,208
"412753",22,3,20304,13,4219,11433,10577,1,"0",0,0,378
"217356",12,7,19393,15,1076,10257,10821,1,"0",0,0,289
"564353",30,4,19393,15,367,11697,13204,2,"0",0,0,177
"587272",31,5,19977,14,2046,10849,13930,1,"0",0,0,1186
"506423",27,1,19805,2,1264,12266,11298,2,"1",0,0,224
"220471",12,7,19393,15,2454,14869,12191,1,"0",0,0,1214
"103063",6,1,19393,15,1432,10693,12451,1,"0",0,0,483
"305387",16,4,19393,15,197,12892,14893,1,"0",0,0,373
"509677",27,1,20304,13,3592,14730,13487,1,"0",0,0,604
"16442",1,3,19790,5,2206,10397,11292,1,"0",0,0,1199
"253474",14,2,19690,9,8,12173,12889,1,"0",0,0,2762
"545232",29,3,20397,12,5225,11057,10785,2,"1",0,0,761
"404219",22,3,19930,3,833,14057,12173,1,"0",0,0,2603
"423347",23,4,20409,4,1951,10721,13204,1,"0",0,0,1121
"32511",2,4,20304,13,4309,14869,11921,1,"0",0,0,216
"177853",10,5,19393,15,9,10423,14679,1,"0",0,0,1164
"68437",4,6,20378,16,5961,11775,14107,2,"0",0,0,1081
"598084",31,5,19790,5,2162,12197,10397,1,"0",0,0,780
"39259",3,5,20409,4,1041,12478,14685,1,"0",0,0,718
"344335",18,6,20304,13,5893,14004,14771,1,"0",0,0,710
"427008",23,4,19790,5,2668,13198,10397,1,"0",0,0,692
"51618",3,5,20368,8,1901,10676,15624,1,"0",0,0,587
"421457",22,3,19790,5,1441,13487,14457,1,"1",0,0,489
"476289",25,6,20304,13,4176,13891,14869,1,"0",0,0,558
"48790",3,5,19977,14,708,12892,14771,1,"0",0,0,337
"286116",15,3,20409,4,1171,12953,11697,1,"0",0,0,1076
"90522",5,7,20416,11,1013,11618,14635,1,"0",0,0,1068
"384712",21,2,19805,2,581,11618,13303,1,"0",0,0,1085
"319820",17,5,20452,17,4471,13244,13303,1,"0",0,0,859
"110789",6,1,20398,10,4177,11298,11423,1,"0",0,0,624
"233015",13,1,20409,4,1512,14635,11618,2,"0",0,0,1068
"103817",6,1,20378,16,5768,15023,14107,1,"0",0,0,699
"318250",17,5,20409,4,1234,14843,13204,1,"0",0,0,1189
"568444",30,4,19790,5,843,10397,12478,2,"0",0,0,760
"513116",27,1,19393,15,443,13198,11292,1,"0",0,0,533
"333135",18,6,19393,15,4899,13204,10397,1,"0",0,0,404
"162582",9,4,20378,16,6365,12266,11298,1,"0",0,0,224
"75783",4,6,19977,14,841,13930,14570,1,"0",0,0,1671
"20343",2,4,19805,2,561,13204,11057,2,"1",0,0,468
"87117",5,7,19393,15,4145,12889,11697,2,"0",0,0,2173
"353281",19,7,20397,12,5263,10208,11057,1,"0",0,0,140
"411960",22,3,20304,13,3539,12278,13487,1,"0",0,0,545
"494194",26,7,20398,10,4106,11980,11298,2,"1",0,0,561
"565464",30,4,19393,15,1850,13495,10693,1,"0",0,0,471
"499553",27,1,20398,10,3696,13930,11067,1,"0",0,0,135
"515465",27,1,20409,4,395,12197,13204,1,"0",0,0,972
"222455",12,7,19805,2,1219,11298,13303,2,"1",0,0,1121
"370852",20,1,19805,2,287,14843,13303,1,"0",0,0,1045
"17691",1,3,19977,14,340,13930,12264,1,"0",0,0,588
"339625",18,6,19790,5,1348,14869,12892,1,"0",0,0,590
"210955",11,6,19790,5,1364,12892,14057,1,"0",0,0,834
"256734",14,2,20452,17,4400,11278,12339,1,"0",0,0,500
"306542",16,4,19393,15,626,14679,13796,1,"0",0,0,446
"146671",8,3,19805,2,1192,14492,12953,1,"0",0,0,431
"446682",24,5,20304,13,5628,12448,13930,1,"0",0,0,677
"431527",23,4,20397,12,5683,11057,12992,1,"0",0,0,640
"309692",16,4,19977,14,1499,13930,12953,1,"0",0,0,733
"335693",18,6,20378,16,5868,13277,11298,1,"0",0,0,622
"576337",30,4,19690,9,138,12173,12758,1,"0",0,0,163
"90830",5,7,19977,14,1259,11292,13930,1,"0",0,0,888
"300733",16,4,19790,5,2240,10299,14747,1,"0",0,0,1448
"11301",1,3,20304,13,3133,14794,14107,1,"0",0,0,262
"226388",12,7,19805,2,885,11298,13485,1,"0",0,0,821
"179199",10,5,19393,15,867,12889,14869,1,"0",0,0,368
"253994",14,2,19930,3,1402,14747,14057,1,"0",0,0,129
"532001",28,2,20304,13,3752,11433,14576,1,"0",0,0,296
"206908",11,6,20304,13,3682,13487,13433,2,"1",0,0,449
"58782",3,5,20363,1,5150,13487,14100,2,"1",0,0,980
"294471",16,4,20363,1,5278,10397,15249,1,"0",0,0,223
"471973",25,6,19393,15,4648,12889,11292,1,"0",0,0,628
"236872",13,1,19977,14,380,11618,13204,2,"1",0,0,937
"70785",4,6,19393,15,5774,13158,11259,1,"0",0,0,319
"44824",3,5,19805,2,764,11298,12953,1,"0",0,0,1389
"75760",4,6,19977,14,971,14771,11697,1,"0",0,0,2584
"434988",23,4,20304,13,5336,12278,12266,1,"0",0,0,542
"201493",11,6,19393,15,2766,13232,12953,1,"0",0,0,725
"53883",3,5,19805,2,531,15304,14107,2,"1",0,0,1788
"308539",16,4,19805,2,409,11057,14679,1,"0",0,0,2077
"467139",25,6,19977,14,2399,13204,12266,1,"0",0,0,854
"323007",17,5,20416,11,791,11618,13577,1,"0",0,0,550
"46831",3,5,20304,13,5160,14237,12892,1,"0",0,0,346
"40629",3,5,20452,17,4395,12953,14524,1,"0",0,0,292
"364382",20,1,20409,4,1246,11057,10721,1,"0",0,0,728
"421003",22,3,19790,5,1061,13204,12892,1,"0",0,0,2218
"333180",18,6,19393,15,2498,13204,11259,1,"0",0,0,973
"424216",23,4,19805,2,652,14107,14893,1,"0",0,0,647
"176457",9,4,19393,15,1205,11292,14893,1,"0",0,0,909
"349032",19,7,20304,13,3708,11433,12884,1,"0",0,0,74
"597227",31,5,19790,5,1402,10397,12889,1,"0",0,0,1747
"180281",10,5,19393,15,3820,14307,10821,1,"0",0,0,327
"578244",30,4,20452,17,4645,12953,11066,1,"0",0,0,479
"222408",12,7,19805,2,1171,13303,12953,1,"0",0,0,1096
"241772",13,1,19805,2,1266,10849,11298,1,"0",0,0,1163
"361005",19,7,20409,4,1815,15096,12478,1,"0",0,0,209
"434570",23,4,20304,13,4226,15389,14869,1,"0",0,0,175
"506605",27,1,20416,11,419,11042,11697,2,"1",0,0,1062
"281242",15,3,19805,2,88,11298,12953,1,"0",0,0,1389
"340763",18,6,19790,5,2976,10693,11433,1,"0",0,0,456
"411841",22,3,20304,13,3412,14747,11884,1,"0",0,0,224
"291959",16,4,20409,4,1815,15096,12478,1,"1",0,0,209
"176477",9,4,19393,15,546,11423,15016,1,"0",0,0,259
"446474",24,5,20304,13,5405,15389,14771,1,"0",0,0,536
"460314",24,5,19790,5,2369,11433,11298,1,"0",0,0,986
"184788",10,5,19790,5,2740,11697,14492,1,"0",0,0,680
"518394",27,1,19393,15,527,10693,10821,1,"0",0,0,587
"569175",30,4,19790,5,1516,10397,13204,1,"0",0,0,404
"522057",28,2,19977,14,251,10397,13930,1,"0",0,0,606
"289439",15,3,19790,5,2280,15304,12953,1,"0",0,0,1010
"502545",27,1,19790,5,1641,14683,10397,1,"0",0,0,874
"344462",18,6,19977,14,2020,13871,13930,1,"0",0,0,416
"387914",21,2,20366,6,4376,14193,12266,1,"0",0,0,489
"443148",24,5,20368,8,2514,11618,14685,1,"0",0,0,708
"122447",7,2,19805,2,1140,10721,12478,1,"0",0,0,187
"265363",14,2,19805,2,2307,12892,14107,1,"0",0,0,370
"206013",11,6,20397,12,5168,11057,14986,1,"0",0,0,547
"431959",23,4,19805,2,255,12478,12892,1,"0",0,0,2475
"258537",14,2,19805,2,1499,14869,14107,1,"0",0,0,507
"56354",3,5,19790,5,2757,12892,14771,1,"0",0,0,337
"98594",6,1,20397,12,5621,11057,13360,1,"0",0,0,490
"114191",6,1,20452,17,4680,15919,11057,1,"0",0,0,754
"22581",2,4,19790,5,2512,10994,10397,1,"0",0,0,259
"393907",21,2,19977,14,411,12892,12264,1,"0",0,0,2288
"357320",19,7,19790,5,1171,11298,10397,1,"0",0,0,731
"264506",14,2,20409,4,468,11697,10397,1,"0",0,0,581
"453229",24,5,20378,16,6009,10423,12264,1,"0",0,0,1297
"67295",4,6,19790,5,2668,11278,12478,1,"1",0,0,213
"70285",4,6,20452,17,3543,13930,14122,1,"0",0,0,413
"283172",15,3,20304,13,3855,12953,13198,1,"0",0,0,1107
"6735",1,3,20416,11,605,11433,14635,1,"0",0,0,1084
"2115",1,3,19393,15,1795,12954,13796,1,"0",0,0,353
"506779",27,1,20416,11,766,13204,11042,1,"0",0,0,895
"242130",13,1,20416,11,768,10397,11433,1,"0",0,0,594
"49546",3,5,20452,17,5919,11057,11433,1,"0",0,0,500
"392262",21,2,20436,7,806,10397,15356,1,"0",0,0,701
"97652",6,1,20368,8,1871,12339,14761,1,"0",0,0,807
"395776",21,2,20409,4,1459,10529,11697,2,"1",0,0,1173
"97336",5,7,20363,1,5212,11995,10397,1,"0",0,0,306
"117819",6,1,20452,17,4437,14100,12244,1,"0",0,0,157
"439883",23,4,20436,7,2095,15016,12889,1,"1",0,0,1371
"117681",6,1,19790,5,1279,12266,12953,2,"1",0,0,1416
"542763",29,3,19393,15,879,12889,14107,1,"0",0,0,255
"39504",3,5,20409,4,1678,12451,12478,1,"0",0,0,828
"505712",27,1,19805,2,296,12892,13930,1,"0",0,0,1744
"555430",29,3,20397,12,5599,11278,14685,1,"0",0,0,519
"558785",30,4,19393,15,1357,11259,14635,1,"0",0,0,1005
"523649",28,2,19805,2,1539,11057,11618,1,"0",0,0,529
"337373",18,6,20398,10,4118,11057,11067,1,"0",0,0,522
"345063",18,6,19977,14,536,13930,14635,1,"0",0,0,1120
"192877",10,5,20436,7,2851,11986,14107,1,"0",0,0,1574
"99567",6,1,19805,2,2635,11298,11292,1,"0",0,0,641
"503085",27,1,19790,5,2113,14100,10397,1,"0",0,0,666
"220780",12,7,19393,15,4629,15304,13232,1,"0",0,0,997
"522346",28,2,20366,6,4365,11042,12953,1,"0",0,0,419
"54875",3,5,19790,5,1274,10397,10721,1,"0",0,0,946
"198843",11,6,20436,7,1766,11697,11193,1,"0",0,0,932
"302310",16,4,20304,13,3639,10849,14747,1,"0",0,0,543
"230845",12,7,19977,14,518,13930,14057,1,"0",0,0,1739
"698",1,3,19393,15,5129,10800,12889,1,"0",0,0,223
"546068",29,3,19805,2,2062,14747,11057,1,"0",0,0,2279
"563368",30,4,19930,3,885,14869,14747,1,"0",0,0,689
"487514",26,7,19790,5,1694,12889,14747,1,"0",0,0,867
"523026",28,2,20397,12,5671,14100,14685,1,"0",0,0,629
"339740",18,6,19790,5,1486,14747,12889,1,"0",0,0,867
"243932",13,1,20304,13,5245,14814,11292,2,"1",0,0,792
"132772",7,2,20452,17,5939,11066,12478,1,"0",0,0,483
"286746",15,3,19930,3,609,12889,14747,1,"0",0,0,867
"38832",3,5,20398,10,3516,14783,11298,1,"0",0,0,364
"322484",17,5,19805,2,1063,13244,11057,2,"0",0,0,511
"582757",31,5,20378,16,5913,10140,11298,1,"0",0,0,569
"317979",17,5,20398,10,3810,10155,11298,2,"1",0,0,89
"18388",2,4,20398,10,3307,13930,14122,1,"0",0,0,413
"498293",26,7,20304,13,5939,11292,15919,1,"0",0,0,616
"426720",23,4,19790,5,2401,14771,14869,1,"0",0,0,599
"309964",16,4,19977,14,776,13930,13204,1,"0",0,0,1005
"186650",10,5,20397,12,5672,12264,11057,1,"0",0,0,322
"470580",25,6,20397,12,5394,14100,11996,1,"0",0,0,515
"218053",12,7,19393,15,2608,11259,11292,1,"0",0,0,651
"238422",13,1,19393,15,1155,10792,10821,1,"0",0,0,281
"449687",24,5,19393,15,1429,14570,12889,1,"0",0,0,345
"28228",2,4,19393,15,1526,11697,14843,2,"0",0,0,1046
"357007",19,7,19790,5,744,14747,14893,1,"0",0,0,605
"580041",31,5,19930,3,517,14262,14747,2,"1",0,0,987
"543226",29,3,19393,15,1011,13232,10792,1,"0",0,0,468
"484444",26,7,20398,10,3612,11298,14960,1,"0",0,0,113
"293683",16,4,19790,5,923,10397,14492,1,"0",0,0,356
"219772",12,7,19393,15,4987,13871,15016,1,"1",0,0,342
"174532",9,4,19930,3,1791,12892,14057,1,"0",0,0,834
"62660",4,6,19790,5,815,14027,11433,2,"1",0,0,1086
"490241",26,7,19977,14,335,11618,11697,1,"0",0,0,1065
"596378",31,5,19805,2,2563,10423,11298,1,"0",0,0,190
"498662",26,7,20452,17,4552,14100,14122,2,"1",0,0,268
"352824",19,7,20378,16,6275,14814,12266,1,"0",0,0,192
"292395",16,4,19930,3,640,14057,14107,1,"0",0,0,1009
"305707",16,4,19393,15,1681,13232,11278,1,"0",0,0,601
"384316",21,2,20397,12,5620,15412,14100,1,"1",0,0,554
"28098",2,4,19393,15,1567,11292,14869,1,"0",0,0,391
"133842",7,2,20397,12,5600,11278,15096,2,"1",0,0,298
"556930",29,3,19977,14,1213,14771,10721,1,"0",0,0,2704
"522674",28,2,20378,16,6291,12266,12992,1,"0",0,0,374
"28200",2,4,19393,15,2439,11697,12339,1,"0",0,0,1005
"197889",11,6,20398,10,3747,11298,11193,1,"1",0,0,812
"7063",1,3,19790,5,559,10397,14843,1,"1",0,0,1547
"143398",8,3,20304,13,4146,13487,13198,2,"1",0,0,393
"190583",10,5,20452,17,5883,10693,10721,1,"0",0,0,942
"281532",15,3,19805,2,858,15016,11057,1,"0",0,0,575
"5045",1,3,20378,16,5731,12278,11298,1,"0",0,0,328
"334496",18,6,19393,15,2691,10397,13495,2,"0",0,0,425
"182376",10,5,19930,3,521,14908,14747,1,"0",0,0,978
"544448",29,3,19393,15,937,14893,10800,1,"0",0,0,358
"550152",29,3,20304,13,3871,10397,11823,1,"0",0,0,508
"521581",28,2,19977,14,720,14771,11292,1,"0",0,0,967
"181263",10,5,20368,8,34,11638,12889,1,"0",0,0,259
"157838",9,4,20409,4,2989,12478,13204,1,"0",0,0,944
"101931",6,1,20304,13,5347,11292,10599,1,"0",0,0,1083
"127767",7,2,19393,15,1921,12889,14107,1,"0",0,0,255
"432853",23,4,20416,11,277,15024,13204,1,"0",0,0,1246
"355159",19,7,20378,16,6173,11042,12266,1,"0",0,0,1091
"353011",19,7,20378,16,5847,13485,14107,1,"0",0,0,1396
"579154",31,5,20398,10,3724,12953,11193,1,"0",0,0,585
"56869",3,5,19393,15,3195,10693,13232,2,"1",0,0,395
"578545",30,4,20363,1,5090,11193,10721,1,"0",0,0,752
"15991",1,3,19805,2,2688,13303,14771,1,"0",0,0,2585
"446478",24,5,20304,13,5409,13486,11292,2,"1",0,0,679
"305311",16,4,19393,15,996,12892,11292,2,"0",0,0,862
"410099",22,3,20397,12,5304,11278,14307,1,"0",0,0,356
"316795",17,5,19393,15,1150,13204,14122,1,"0",0,0,834
"57907",3,5,19393,15,2603,11996,10397,1,"0",0,0,153
"10383",1,3,20397,12,5121,14100,13931,1,"1",0,0,212
"534320",28,2,19393,15,739,12758,13830,1,"0",0,0,84
"350978",19,7,19393,15,5039,12191,14122,1,"0",0,0,1131
"403302",22,3,20398,10,3841,13303,10599,2,"0",0,0,661
"55681",3,5,19790,5,2063,13487,12478,1,"0",0,0,1029
"342263",18,6,19805,2,2514,10423,12478,1,"0",0,0,1521
"283410",15,3,20304,13,4057,14869,13486,1,"0",0,0,436
"262416",14,2,20436,7,191,10423,11292,1,"0",0,0,775
"205199",11,6,20304,13,5884,12266,12448,1,"0",0,0,351
"541837",29,3,19393,15,779,11066,13232,1,"0",0,0,283
"471397",25,6,20416,11,218,11697,10158,2,"1",0,0,977
"473499",25,6,19393,15,5581,15304,11259,1,"0",0,0,917
"7660",1,3,19790,5,1421,11433,11278,1,"0",0,0,405
"402473",21,2,20363,1,5383,10208,10397,1,"0",0,0,143
"61432",4,6,19930,3,715,11298,14747,2,"1",0,0,1660
"460618",24,5,19790,5,2642,13487,14747,1,"0",0,0,1399
"159021",9,4,20304,13,2958,14107,11695,1,"0",0,0,119
"558179",30,4,19393,15,610,10693,11259,1,"0",0,0,623
"476501",25,6,20304,13,5134,11292,14794,1,"0",0,0,517
"133491",7,2,20409,4,317,10721,12478,1,"0",0,0,187
"495029",26,7,19805,2,2853,11298,14635,1,"0",0,0,1017
"80431",5,7,19790,5,1922,14057,14747,1,"0",0,0,129
"41211",3,5,20378,16,6296,12264,13931,1,"0",0,0,157
"575869",30,4,20398,10,4014,13930,11267,1,"0",0,0,240
"390928",21,2,20398,10,4049,13930,14576,1,"0",0,0,528
"96335",5,7,20304,13,5029,14025,12264,1,"0",0,0,444
"38369",2,4,20363,1,4845,12953,11193,1,"0",0,0,585
"55464",3,5,19790,5,1850,14524,10397,1,"1",0,0,481
"588793",31,5,19393,15,2301,10140,11292,1,"0",0,0,349
"487808",26,7,19790,5,1960,11278,11433,1,"0",0,0,405
"180934",10,5,19393,15,1188,15016,13232,1,"0",0,0,251
"402758",22,3,20366,6,3996,15016,13930,1,"0",0,0,258
"33532",2,4,19977,14,2368,11618,12266,1,"1",0,0,1400
"294216",16,4,20452,17,4371,15016,12953,2,"0",0,0,888
"549388",29,3,20304,13,3123,11233,11298,1,"0",0,0,713
"343239",18,6,20304,13,3636,15041,14869,1,"0",0,0,222
"495936",26,7,20416,11,140,13204,11618,2,"1",0,0,937
"227071",12,7,20452,17,6089,12953,13342,1,"0",0,0,738
"284028",15,3,20304,13,5376,13388,11292,2,"0",0,0,780
"380719",20,1,19790,5,1998,10397,13303,1,"0",0,0,594
"330027",17,5,20452,17,3532,13198,11292,2,"1",0,0,533
"408612",22,3,19393,15,3720,13204,10599,1,"0",0,0,479
"343587",18,6,20304,13,4247,14869,15389,1,"0",0,0,175
"203636",11,6,19805,2,2092,11057,13204,2,"1",0,0,468
"329406",17,5,19790,5,2573,10397,13232,1,"0",0,0,591
"286079",15,3,20409,4,1089,12478,13204,1,"0",0,0,944
"42906",3,5,19805,2,1279,14869,14100,1,"0",0,0,1927
"523421",28,2,19805,2,295,13930,12953,1,"0",0,0,733
"303334",16,4,20304,13,5261,11292,10627,1,"0",0,0,516
"479135",25,6,20363,1,4779,12945,11433,1,"0",0,0,296
"420456",22,3,19790,5,54,12266,10397,2,"0",0,0,689
"594677",31,5,20452,17,3663,11618,15016,1,"0",0,0,872
"566380",30,4,20397,12,5691,12953,11267,1,"0",0,0,549
"566850",30,4,19805,2,312,12892,12889,1,"0",0,0,236
"196275",10,5,19977,14,1026,11292,13485,1,"0",0,0,826
"163792",9,4,19805,2,1958,11066,14107,1,"0",0,0,1670
"3033",1,3,20398,10,3717,11298,10728,1,"0",0,0,270
"476701",25,6,20304,13,5384,11057,11292,1,"0",0,0,1337
"515133",27,1,20368,8,2797,14027,10431,1,"0",0,0,620
"195894",10,5,19977,14,1850,13930,11042,1,"0",0,0,315
"396759",21,2,19805,2,1724,11057,11433,1,"0",0,0,500
"526169",28,2,19393,15,2008,12889,14107,1,"0",0,0,255
"330838",18,6,20398,10,3540,14783,13930,1,"0",0,0,438
"420493",22,3,19790,5,318,10397,13577,1,"0",0,0,317
"120145",7,2,20436,7,2138,12889,12266,2,"1",0,0,1222
"145827",8,3,20397,12,5329,11953,11057,1,"0",0,0,388
"10216",1,3,19690,9,321,12402,12173,1,"0",0,0,216
"581880",31,5,20452,17,4443,11278,10693,1,"0",0,0,562
"191284",10,5,20366,6,4166,11996,11618,1,"0",0,0,594
"459076",24,5,19790,5,1272,10397,11066,1,"0",0,0,447
"116321",6,1,19805,2,2759,13502,11298,1,"0",0,0,722
"153099",8,3,19393,15,787,12191,14492,1,"0",0,0,1050
"528879",28,2,19805,2,674,12323,11057,1,"0",0,0,185
"344908",18,6,19977,14,740,13495,12266,1,"0",0,0,305
"238992",13,1,19393,15,187,12889,14747,1,"0",0,0,867
"133556",7,2,20409,4,470,11697,10721,2,"0",0,0,1237
"44584",3,5,19805,2,111,12478,11057,1,"0",0,0,541
"264516",14,2,20409,4,487,10721,12892,1,"0",0,0,2611
"435231",23,4,20304,13,5594,12892,13476,1,"0",0,0,266
"301844",16,4,20304,13,3144,14107,11603,1,"0",0,0,952
"381988",20,1,19393,15,1437,11292,13495,1,"0",0,0,1062
"96795",5,7,20304,13,5514,13930,10785,2,"1",0,0,763
"275896",15,3,19393,15,1705,12889,13891,1,"0",0,0,197
"305396",16,4,19393,15,676,12892,15016,2,"0",0,0,1592
"44030",3,5,20378,16,6050,12217,12266,1,"0",0,0,595
"467412",25,6,19977,14,1995,13930,11618,1,"0",0,0,719
"25667",2,4,19805,2,1411,13930,13303,1,"0",0,0,1197
"246710",13,1,20436,7,292,11292,15304,1,"0",0,0,1506
"307160",16,4,19393,15,2057,15304,13198,1,"0",0,0,1048
"47543",3,5,20304,13,5927,10372,13930,1,"1",0,0,1013
"231772",12,7,20363,1,5297,10990,10397,1,"0",0,0,457
"553905",29,3,19790,5,565,14100,11433,1,"0",0,0,453
"210443",11,6,19790,5,740,14869,14107,1,"0",0,0,507
"8835",1,3,19393,15,3041,14307,11278,1,"0",0,0,356
"543202",29,3,19393,15,579,13232,10140,1,"0",0,0,1121
"187787",10,5,19805,2,1276,11298,13303,1,"0",0,0,1121
"208004",11,6,19393,15,5535,11193,13232,1,"0",0,0,249
"475737",25,6,20304,13,3471,14908,14771,1,"0",0,0,372
"369038",20,1,19393,15,683,14831,12889,1,"0",0,0,386
"162393",9,4,20378,16,6233,12266,13851,1,"0",0,0,395
"410125",22,3,20397,12,5319,14321,11057,2,"1",0,0,813
"254155",14,2,19805,2,643,11057,14107,1,"0",0,0,1773
"375720",20,1,19977,14,311,11292,14831,1,"0",0,0,948
"580867",31,5,19805,2,2758,11298,14679,1,"0",0,0,1171
"330565",17,5,20363,1,5086,10781,10397,1,"0",0,0,448
"551111",29,3,20304,13,5512,12892,14107,2,"1",0,0,370
"245861",13,1,19690,9,576,12173,13830,1,"0",0,0,100
"71696",4,6,19393,15,5082,14679,14831,2,"0",0,0,417
"429958",23,4,19393,15,1899,13891,14831,1,"0",0,0,333
"164862",9,4,19790,5,636,12953,12266,1,"0",0,0,1416
"445416",24,5,20304,13,3718,13851,14869,1,"0",0,0,866
"107612",6,1,20452,17,3623,12264,12451,1,"0",0,0,630
"417023",22,3,20416,11,1707,10821,11057,1,"0",0,0,361
"360244",19,7,20366,6,4295,13930,13487,1,"0",0,0,334
"364398",20,1,20409,4,1287,14307,14027,1,"0",0,0,1148
"112371",6,1,19790,5,1514,11057,12478,1,"0",0,0,541
"54231",3,5,19790,5,311,13495,10397,1,"0",0,0,425
"54366",3,5,19790,5,590,11433,12889,1,"0",0,0,1749
"157546",9,4,20398,10,3792,11298,15249,2,"0",0,0,767
"363017",19,7,20304,13,5984,13476,14771,1,"0",0,0,77
"242784",13,1,20304,13,3535,13487,10627,2,"1",0,0,386
"276715",15,3,19393,15,2222,13796,13198,1,"0",0,0,1489
"463744",25,6,20398,10,3845,11298,11905,1,"0",0,0,140
"543556",29,3,19393,15,1840,13796,12889,1,"0",0,0,407
"585349",31,5,20304,13,2952,13930,14783,1,"0",0,0,438
"21008",2,4,19790,5,970,15304,13487,1,"0",0,0,1306
"558820",30,4,19393,15,1350,11259,15370,1,"0",0,0,238
"374997",20,1,19977,14,1411,10821,12266,1,"0",0,0,1235
"389802",21,2,20416,11,993,11618,12889,1,"0",0,0,2227
"560282",30,4,19805,2,2553,13487,11057,1,"0",0,0,930
"182684",10,5,19930,3,1504,14747,12889,2,"1",0,0,867
"85037",5,7,19977,14,1841,14908,14771,1,"0",0,0,372
"519238",27,1,20363,1,4793,12478,10821,1,"0",0,0,184
"512927",27,1,19393,15,1172,12892,10821,1,"0",0,0,2329
"74688",4,6,20304,13,4107,14252,14869,1,"0",0,0,521
"349245",19,7,20304,13,4053,10397,11308,1,"0",0,0,170
"196079",10,5,19977,14,1530,11292,11042,1,"0",0,0,1201
"492183",26,7,19805,2,1543,13930,14679,1,"0",0,0,1723
"299681",16,4,20416,11,1727,12339,14635,1,"0",0,0,945
"89800",5,7,20397,12,5050,11057,12451,2,"1",0,0,328
"87166",5,7,19393,15,5951,12889,13796,1,"0",0,0,407
"42446",3,5,19805,2,1584,11298,10423,2,"1",0,0,190
"33059",2,4,20304,13,5554,11292,14689,2,"1",0,0,916
"596729",31,5,19805,2,2124,12953,11278,1,"0",0,0,214
"151329",8,3,19977,14,256,14771,12892,1,"0",0,0,337
"406243",22,3,19977,14,2207,14747,12266,1,"0",0,0,1874
"385101",21,2,19790,5,506,11267,10397,2,"1",0,0,432
"484419",26,7,20398,10,3589,13930,13290,1,"0",0,0,501
"192153",10,5,20409,4,2465,10792,11697,1,"0",0,0,1166
"532313",28,2,20452,17,3622,12264,11618,1,"0",0,0,212
"210415",11,6,19790,5,669,13487,13930,2,"1",0,0,334
"153288",8,3,19393,15,960,12889,13891,1,"0",0,0,197
"27001",2,4,20452,17,3680,13930,11057,1,"0",0,0,599
"395440",21,2,20398,10,3813,13930,15295,1,"0",0,0,213
"365149",20,1,19930,3,1092,14747,14771,1,"1",0,0,679
"22054",2,4,19790,5,1994,14193,10397,1,"0",0,0,271
"180735",10,5,19393,15,934,14869,14107,1,"0",0,0,507
"192008",10,5,20409,4,1511,11618,14635,2,"1",0,0,1068
"584443",31,5,20416,11,715,13204,12266,1,"0",0,0,854
"380689",20,1,19790,5,1966,11298,10397,1,"0",0,0,731
"174328",9,4,19930,3,824,10299,13830,1,"0",0,0,2797
"148777",8,3,19790,5,2049,14771,10397,1,"0",0,0,2139
"538571",29,3,20366,6,4278,11618,12339,1,"0",0,0,645
"9712",1,3,20398,10,4076,13930,14730,1,"0",0,0,286
"543857",29,3,19393,15,1307,14107,13232,1,"0",0,0,1444
"66684",4,6,20436,7,2134,12889,11298,1,"0",0,0,1055
"508812",27,1,20436,7,2356,14635,14100,1,"0",0,0,993
"548630",29,3,19790,5,2515,12953,10397,1,"0",0,0,762
"398877",21,2,19393,15,1673,10423,11259,1,"0",0,0,189
"187783",10,5,19805,2,1272,13303,10529,1,"0",0,0,1194
"355278",19,7,20378,16,6260,12953,12264,1,"0",0,0,229
"145837",8,3,20397,12,5335,14576,11057,1,"0",0,0,573
"79371",5,7,19790,5,949,12892,14679,1,"0",0,0,109
"98384",6,1,20409,4,824,13204,11278,1,"0",0,0,759
"417338",22,3,19977,14,1702,11618,14027,2,"1",0,0,1023
"42329",3,5,19805,2,1460,11298,14057,1,"0",0,0,1616
"192709",10,5,20436,7,2158,12889,13303,1,"0",0,0,2174
"294904",16,4,20378,16,6106,12266,10874,1,"0",0,0,1085
"75351",4,6,19977,14,1822,14771,10423,1,"0",0,0,1504
"95462",5,7,20304,13,3535,10627,13487,1,"0",0,0,386
"539655",29,3,19930,3,484,12892,12889,1,"0",0,0,236
"170703",9,4,20452,17,4641,11057,12124,1,"0",0,0,207
"164378",9,4,20416,11,494,14843,13204,2,"1",0,0,1189
"377460",20,1,20368,8,1518,12265,14082,1,"0",0,0,1129
"454070",24,5,19805,2,777,14107,12889,1,"0",0,0,255
"356145",19,7,19805,2,1924,11697,11057,1,"0",0,0,632
"133583",7,2,20409,4,523,12478,12892,1,"0",0,0,2475
"573439",30,4,19977,14,2262,14771,11042,1,"1",0,0,2161
