"DAY_OF_MONTH","DAY_OF_WEEK","OP_CARRIER_AIRLINE_ID","OP_CARRIER","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","DEST_AIRPORT_ID","DEP_DEL15","ARR_DEL15","CANCELLED","DIVERTED","DISTANCE"
"402871",22,3,20366,6,4144,11618,14576,1,"0",0,0,246
"134801",7,2,19805,2,465,12889,11298,2,"1",0,0,1055
"585340",31,5,19790,5,1203,10849,13487,1,"0",0,0,874
"337780",18,6,20397,12,5019,14730,11057,1,"0",0,0,335
"172975",9,4,20368,8,2510,14685,11042,1,"0",0,0,641
"457907",24,5,19805,2,1676,12892,14492,1,"0",0,0,2239
"97267",5,7,20363,1,5145,13487,11977,1,"0",0,0,252
"538104",28,2,20363,1,5394,10397,10408,1,"0",0,0,765
"571628",30,4,20304,13,3683,11433,13184,1,"1",0,0,98
"542816",29,3,19393,15,867,12889,14869,1,"0",0,0,368
"223028",12,7,20304,13,2996,12892,11603,1,"0",0,0,748
"472567",25,6,19393,15,3103,13342,14107,1,"0",0,0,1460
"288676",15,3,19790,5,1587,12892,14747,1,"0",0,0,954
"149382",8,3,19790,5,2600,14262,14747,1,"0",0,0,987
"6779",1,3,20416,11,691,10821,12889,1,"0",0,0,2106
"144798",8,3,20363,1,5284,13930,11193,1,"0",0,0,264
"272342",15,3,19805,2,428,11057,14107,1,"0",0,0,1773
"400197",21,2,19393,15,1198,12451,10397,1,"0",0,0,270
"262341",14,2,20436,7,1594,13303,14492,1,"0",0,0,700
"399688",21,2,19393,15,996,11292,11259,1,"0",0,0,651
"157107",9,4,20366,6,4128,13930,11057,1,"0",0,0,599
"525019",28,2,20304,13,5078,15582,11292,1,"0",0,0,259
"89910",5,7,20397,12,5148,11278,13244,1,"0",0,0,762
"455703",24,5,20363,1,5488,11433,15412,1,"0",0,0,443
"562346",30,4,20398,10,3771,15016,11278,1,"0",0,0,719
"233224",13,1,19930,3,34,14747,13930,1,"1",0,0,1721
"162854",9,4,20378,16,5962,10599,11298,1,"0",0,0,597
"463463",25,6,20366,6,4237,14193,13930,2,"1",0,0,794
"352287",19,7,19393,15,3468,14107,14679,1,"0",0,0,304
"414575",22,3,19393,15,2016,14679,14831,1,"0",0,0,417
"240378",13,1,20378,16,5810,11298,11775,1,"1",0,0,737
"99072",6,1,19930,3,837,14831,12173,1,"0",0,0,2417
"353574",19,7,19805,2,259,12451,11298,1,"0",0,0,918
"67628",4,6,20452,17,4417,12953,12323,1,"0",0,0,500
"567197",30,4,19805,2,1942,11057,12953,1,"0",0,0,544
"504033",27,1,19790,5,3012,14679,14747,1,"0",0,0,1050
"68279",4,6,20378,16,5789,11298,11481,2,"1",0,0,685
"582636",31,5,20378,16,5776,14107,16218,2,"1",0,0,160
"257997",14,2,20397,12,5234,11267,11057,1,"0",0,0,370
"152053",8,3,19393,15,106,10721,10821,1,"0",0,0,369
"333416",18,6,19393,15,3103,13342,14107,1,"0",0,0,1460
"104146",6,1,20397,12,5240,10599,14100,1,"0",0,0,772
"349421",19,7,20304,13,4305,14869,11109,1,"0",0,0,411
"434527",23,4,20304,13,4167,14689,14869,1,"0",0,0,615
"201267",11,6,19393,15,3987,12954,14831,1,"0",0,0,324
"410419",22,3,19805,2,341,12478,12892,1,"0",0,0,2475
"174562",9,4,19930,3,1923,12892,14771,1,"0",0,0,337
"61221",4,6,19930,3,176,12523,14747,1,"0",0,0,909
"207624",11,6,19393,15,5237,10423,14679,1,"0",0,0,1164
"439689",23,4,20436,7,1199,13204,14683,1,"0",0,0,1041
"145607",8,3,20397,12,5208,11193,11057,1,"0",0,0,335
"70486",4,6,19393,15,441,12758,12173,1,"0",0,0,163
"583448",31,5,19805,2,1351,11298,15304,1,"0",0,0,929
"409663",22,3,20378,16,5751,14674,14107,1,"0",0,0,370
"110763",6,1,20398,10,4159,10747,11298,1,"0",0,0,482
"68967",4,6,19805,2,312,11057,13244,1,"0",0,0,511
"428538",23,4,19977,14,657,12266,10693,1,"0",0,0,657
"343760",18,6,20304,13,5218,12266,14869,2,"1",0,0,1195
"517729",27,1,19977,14,596,11618,14492,1,"0",0,0,416
"555935",29,3,19805,2,2153,11278,12953,1,"0",0,0,214
"361408",19,7,19930,3,574,14747,14679,1,"0",0,0,1050
"27768",2,4,19393,15,2974,11259,12892,2,"0",0,0,1246
"580360",31,5,19930,3,1489,14057,14747,1,"1",0,0,129
"125807",7,2,19393,15,367,14843,11697,1,"0",0,0,1046
"234889",13,1,19790,5,1284,15370,10397,1,"0",0,0,674
"212557",12,7,20368,8,83,12889,14457,1,"0",0,0,843
"453379",24,5,19690,9,54,12173,14771,1,"0",0,0,2398
"322148",17,5,19805,2,1480,12173,12892,1,"0",0,0,2556
"428052",23,4,19977,14,1688,11697,11618,1,"0",0,0,1065
"597013",31,5,19790,5,1224,10397,13303,1,"0",0,0,594
"500455",27,1,19930,3,579,14679,14747,1,"0",0,0,1050
"447016",24,5,20366,6,4382,11193,13930,1,"0",0,0,264
"141142",8,3,20409,4,1480,11697,11278,2,"1",0,0,899
"13668",1,3,19977,14,1731,12758,11292,1,"0",0,0,3329
"461600",24,5,19977,14,1814,15304,11618,1,"0",0,0,997
"275118",15,3,19393,15,670,11259,13198,1,"0",0,0,461
"597905",31,5,19790,5,2006,10397,15096,1,"0",0,0,794
"314161",17,5,19805,2,423,11057,14100,1,"0",0,0,449
"59288",4,6,19393,15,3037,10821,10529,1,"0",0,0,283
"329892",17,5,19790,5,3076,10397,14730,2,"0",0,0,321
"524208",28,2,20416,11,455,10529,15304,1,"0",0,0,1111
"331056",18,6,20398,10,3962,11278,10693,2,"1",0,0,562
"459847",24,5,19790,5,1946,11042,10397,1,"0",0,0,554
"389913",21,2,20304,13,5190,14534,14812,1,"0",0,0,139
"445485",24,5,20304,13,3769,12953,13871,2,"0",0,0,1148
"348416",19,7,20304,13,3002,13930,11721,2,"1",0,0,223
"4422",1,3,20436,7,2446,13303,11042,1,"0",0,0,1080
"6082",1,3,19805,2,1623,13303,14100,1,"0",0,0,1013
"444199",24,5,19805,2,2704,11503,12892,1,"0",0,0,748
"282560",15,3,20304,13,3259,13930,13342,1,"0",0,0,67
"153916",8,3,19393,15,989,13244,12191,1,"0",0,0,484
"128165",7,2,19393,15,3347,13204,13232,1,"0",0,0,990
"135795",7,2,20304,13,3668,12280,14869,1,"0",0,0,188
"189638",10,5,20397,12,5147,10693,14100,1,"0",0,0,675
"273069",15,3,19977,14,2054,14057,14771,1,"0",0,0,550
"318231",17,5,20409,4,2983,10721,14492,1,"0",0,0,612
"231090",12,7,19977,14,274,13495,12266,1,"0",0,0,305
"320402",17,5,19393,15,1790,14679,10821,1,"0",0,0,2295
"507842",27,1,20397,12,5107,14100,11267,1,"0",0,0,477
"322409",17,5,19805,2,2055,13198,11298,1,"1",0,0,460
"495932",26,7,20416,11,1360,11433,11697,1,"0",0,0,1127
"376364",20,1,20363,1,5445,11433,11066,1,"0",0,0,155
"243703",13,1,20304,13,4318,14794,14869,1,"0",0,0,272
"274126",15,3,19977,14,351,10721,14771,1,"0",0,0,2704
"260677",14,2,20304,13,4266,13487,10631,2,"0",0,0,199
"171768",9,4,19393,15,1169,14027,10821,1,"0",0,0,883
"100171",6,1,20304,13,2989,13930,11111,1,"0",0,0,315
"16501",1,3,19790,5,2285,10397,14869,1,"0",0,0,1590
"443707",24,5,20409,4,759,10721,14100,1,"0",0,0,280
"587941",31,5,19977,14,733,14771,14747,2,"1",0,0,679
"246843",13,1,20436,7,1164,13204,14100,1,"0",0,0,861
"496026",26,7,20416,11,1904,13198,12889,1,"0",0,0,1139
"391160",21,2,20378,16,6025,10140,12266,1,"0",0,0,744
"368516",20,1,19393,15,385,14107,11259,2,"0",0,0,879
"298586",16,4,20397,12,5170,10785,11057,1,"0",0,0,761
"45321",3,5,20304,13,2981,14869,13930,1,"0",0,0,1250
"580083",31,5,19930,3,599,14679,14057,2,"1",0,0,933
"483325",26,7,19393,15,2764,14771,14107,1,"0",0,0,651
"191391",10,5,20398,10,3462,10434,13930,1,"0",0,0,632
"179035",10,5,19393,15,3957,12451,10821,1,"0",0,0,663
"75784",4,6,19977,14,841,14843,13930,1,"0",0,0,2072
"167301",9,4,19790,5,2932,12892,10721,1,"0",0,0,2611
"478796",25,6,19805,2,470,14107,14831,1,"0",0,0,621
"472878",25,6,19393,15,5223,14107,13232,1,"0",0,0,1444
"131198",7,2,19790,5,832,14869,11278,1,"0",0,0,1851
"542129",29,3,19393,15,1407,11292,11259,1,"0",0,0,651
"317462",17,5,20366,6,4426,14524,11618,1,"0",0,0,277
"4477",1,3,20452,17,4280,12953,15412,1,"0",0,0,648
"584769",31,5,19790,5,550,13487,14492,1,"0",0,0,980
"315613",17,5,19977,14,1002,11618,12266,2,"1",0,0,1400
"455725",24,5,20363,1,4960,10397,14783,1,"0",0,0,563
"366162",20,1,20304,13,3357,14262,14771,1,"0",0,0,421
"386681",21,2,19790,5,2123,14831,10397,1,"0",0,0,2116
"76294",4,6,19977,14,304,10721,12266,1,"0",0,0,1597
"160144",9,4,20304,13,3977,10713,14747,1,"0",0,0,399
"132199",7,2,19790,5,1778,10599,10397,1,"0",0,0,134
"170178",9,4,20416,11,1096,13204,14100,1,"0",0,0,861
"563240",30,4,19930,3,644,14057,14107,1,"0",0,0,1009
"296043",16,4,19805,2,1478,11298,14492,2,"1",0,0,1061
"282774",15,3,20304,13,3539,12278,13487,2,"0",0,0,545
"202625",11,6,20378,16,6280,12266,15016,1,"0",0,0,667
"187393",10,5,19805,2,1602,14122,11278,1,"0",0,0,204
"345415",18,6,20363,1,5209,11193,13487,1,"0",0,0,596
"143325",8,3,20304,13,4079,13342,12953,1,"0",0,0,738
"574684",30,4,19393,15,979,13851,10821,1,"0",0,0,1180
"151235",8,3,19977,14,349,11292,11638,1,"0",0,0,844
"104450",6,1,20397,12,5474,15919,11057,1,"0",0,0,754
"358601",19,7,19977,14,1545,11503,12266,2,"0",0,0,934
"426228",23,4,19790,5,1959,11433,15304,1,"0",0,0,983
"235840",13,1,19977,14,2046,13930,11884,1,"0",0,0,1498
"505809",27,1,19805,2,1366,12889,12892,1,"0",0,0,236
"275473",15,3,19393,15,297,11697,10529,1,"0",0,0,1173
"276671",15,3,19393,15,1919,13796,10800,1,"0",0,0,325
"504586",27,1,20363,1,4845,12197,10397,1,"0",0,0,780
"133170",7,2,20363,1,5088,11042,10529,1,"0",0,0,476
"505449",27,1,20397,12,5326,11057,14696,1,"0",0,0,534
"172570",9,4,19393,15,2196,14893,14679,1,"0",0,0,480
"21466",2,4,19790,5,1437,14747,14679,1,"0",0,0,1050
"342422",18,6,19805,2,415,14100,13303,1,"0",0,0,1013
"100348",6,1,20304,13,3173,11618,13930,1,"0",0,0,719
"444547",24,5,19805,2,2270,11298,15304,1,"0",0,0,929
"271456",15,3,20398,10,3375,13303,14685,1,"0",0,0,440
"66765",4,6,19790,5,2034,10397,14492,1,"0",0,0,356
"277732",15,3,19393,15,370,15016,11259,1,"0",0,0,546
"541040",29,3,20363,1,4914,12953,11193,1,"0",0,0,585
"512941",27,1,19393,15,834,12892,11540,1,"0",0,0,715
"296710",16,4,20416,11,311,10158,13204,1,"0",0,0,852
"97111",5,7,20304,13,5854,12953,13930,1,"0",0,0,733
"155394",8,3,20397,12,5062,14986,11057,1,"0",0,0,547
"480433",26,7,19805,2,2638,13891,11298,1,"0",0,0,1188
"449532",24,5,19393,15,1021,14107,13198,1,"0",0,0,1044
"268906",14,2,19393,15,1911,11292,14122,1,"0",0,0,1290
"194471",10,5,20304,13,4319,13487,13367,1,"0",0,0,274
"87973",5,7,19393,15,2645,13495,15016,1,"0",0,0,604
"335987",18,6,20397,12,5360,11057,11996,1,"0",0,0,75
"526049",28,2,20452,17,6088,11278,13871,1,"0",0,0,1012
"539871",29,3,19930,3,909,14057,13891,1,"0",0,0,838
"204085",11,6,20416,11,719,12889,12892,1,"0",0,0,236
"146618",8,3,19805,2,1116,14771,11298,2,"1",0,0,1464
"63351",4,6,19790,5,1662,10397,14193,1,"0",0,0,271
"555798",29,3,19805,2,475,12012,11298,1,"0",0,0,678
"10038",1,3,20378,16,6267,12266,11278,1,"0",0,0,1208
"164771",9,4,19790,5,483,10397,10423,1,"1",0,0,813
"428564",23,4,19977,14,635,13930,14747,1,"0",0,0,1721
"318374",17,5,20409,4,1677,12478,12451,1,"0",0,0,828
"277971",15,3,20363,1,5169,10397,15412,1,"0",0,0,152
"331632",18,6,19930,3,494,14747,14683,1,"0",0,0,1774
"225790",12,7,19690,9,372,12173,12402,1,"0",0,0,216
"123274",7,2,19790,5,2425,11193,14107,1,"0",0,0,1569
"377652",20,1,20368,8,2685,14489,10466,1,"0",0,0,911
"343650",18,6,20304,13,4460,11146,10397,1,"0",0,0,363
"276079",15,3,19393,15,1183,12892,14893,1,"0",0,0,373
"28888",2,4,19393,15,3090,13198,12892,1,"0",0,0,1363
"376192",20,1,20452,17,4570,12953,13487,1,"0",0,0,1020
"88311",5,7,19393,15,3267,14107,13232,1,"0",0,0,1444
"486485",26,7,19790,5,617,15304,12892,1,"0",0,0,2158
"501587",27,1,19790,5,735,10397,13204,1,"0",0,0,404
"375699",20,1,19977,14,330,13303,13930,1,"0",0,0,1197
"314004",17,5,19805,2,2580,12478,11057,1,"0",0,0,541
"533812",28,2,19393,15,1859,11292,11697,1,"0",0,0,1703
"460856",24,5,19790,5,2877,14107,14869,1,"0",0,0,507
"265943",14,2,19790,5,993,12339,13487,1,"0",0,0,503
"250229",13,1,19790,5,2084,12451,10397,1,"0",0,0,270
"476638",25,6,20304,13,5320,11292,12177,1,"0",0,0,501
"443356",24,5,20409,4,18,11697,12451,1,"0",0,0,319
"414286",22,3,19393,15,989,14107,13232,2,"1",0,0,1444
"535380",28,2,20409,4,2090,11278,10721,1,"0",0,0,399
"244815",13,1,19393,15,194,11292,12889,1,"0",0,0,628
"121050",7,2,20363,1,4914,12953,11193,1,"0",0,0,585
"157294",9,4,20398,10,3525,10685,13930,1,"0",0,0,116
"392558",21,2,20416,11,1960,11697,14843,1,"0",0,0,1046
"437854",23,4,19393,15,512,13204,11697,1,"0",0,0,177
"74030",4,6,20304,13,3333,15376,14747,1,"0",0,0,1216
"74795",4,6,20304,13,4248,13459,11433,1,"0",0,0,349
"265711",14,2,19790,5,709,11057,11433,1,"0",0,0,500
"363948",20,1,20398,10,3641,11274,13930,1,"0",0,0,147
"341283",18,6,20452,17,4562,11278,14492,1,"1",0,0,227
"111043",6,1,19690,9,156,12173,13830,1,"0",0,0,100
"101930",6,1,20304,13,5346,12953,13930,1,"0",0,0,733
"339088",18,6,19790,5,565,14100,11433,2,"1",0,0,453
"194031",10,5,20304,13,3923,13342,14869,1,"0",0,0,1247
"466458",25,6,19790,5,2154,10397,11697,1,"0",0,0,581
"448053",24,5,19393,15,1615,11292,14107,1,"0",0,0,602
"303077",16,4,20304,13,4303,11823,11433,2,"0",0,0,128
"437927",23,4,19393,15,1089,13232,10693,1,"0",0,0,395
"258336",14,2,19805,2,292,12892,12478,1,"1",0,0,2475
"63529",4,6,19790,5,1862,11433,11298,1,"0",0,0,986
"35041",2,4,19977,14,338,11618,13495,1,"0",0,0,1167
"473667",25,6,20398,10,4113,11775,13930,1,"0",0,0,463
"345280",18,6,19977,14,297,12266,13495,2,"1",0,0,305
"245990",13,1,20397,12,5118,10257,11278,1,"0",0,0,318
"472486",25,6,19393,15,2786,13232,13487,1,"0",0,0,349
"572174",30,4,20304,13,4143,10408,13487,1,"0",0,0,236
"157938",9,4,20409,4,1503,12478,14843,1,"0",0,0,1598
"267414",14,2,19977,14,905,13930,13487,1,"0",0,0,334
"42454",3,5,19805,2,1594,13204,11298,1,"0",0,0,985
"347963",19,7,19790,5,2470,10397,10693,1,"0",0,0,214
"484135",26,7,20366,6,4104,15016,12266,1,"0",0,0,667
"296025",16,4,19805,2,1463,11298,13930,1,"0",0,0,801
"520866",28,2,19977,14,2094,14679,12266,1,"0",0,0,1303
"238850",13,1,19393,15,160,12889,10397,1,"0",0,0,1747
"239971",13,1,19393,15,1145,14107,10423,1,"0",0,0,872
"124152",7,2,19977,14,2180,12264,14635,1,"1",0,0,891
"336620",18,6,19805,2,1099,13303,10721,1,"0",0,0,1258
"30296",2,4,20397,12,5077,11278,11193,1,"0",0,0,411
"124833",7,2,19977,14,849,13487,12266,1,"0",0,0,1034
"188518",10,5,19790,5,696,13487,12892,1,"0",0,0,1535
"477502",25,6,20452,17,3736,13495,11618,1,"0",0,0,1167
"187025",10,5,20397,12,5486,11996,14100,1,"0",0,0,515
"185582",10,5,19790,5,1243,11298,10397,2,"0",0,0,731
"95360",5,7,20304,13,3431,14570,14057,1,"0",0,0,444
"207875",11,6,19393,15,2407,10821,12892,1,"0",0,0,2329
"515398",27,1,20409,4,227,11618,13204,2,"1",0,0,937
"493851",26,7,19393,15,4889,10821,13204,1,"0",0,0,787
"415163",22,3,19393,15,1672,15304,13495,1,"0",0,0,488
"565945",30,4,20378,16,6300,12266,14122,1,"0",0,0,1117
"133536",7,2,20409,4,426,15304,12478,1,"0",0,0,1005
"367088",20,1,20304,13,4239,11433,12397,2,"1",0,0,353
"140370",8,3,20366,6,4116,14576,11618,1,"1",0,0,246
"42320",3,5,19805,2,1451,11298,14570,1,"0",0,0,1345
"356948",19,7,19790,5,608,12478,13204,1,"0",0,0,944
"4098",1,3,20436,7,292,11292,15304,1,"0",0,0,1506
"516869",27,1,19977,14,2090,14027,13930,1,"0",0,0,1143
"89230",5,7,20398,10,4123,11278,10693,1,"0",0,0,562
"370012",20,1,20378,16,6337,12264,12953,1,"0",0,0,229
"599180",31,5,20363,1,4750,12478,14122,1,"0",0,0,340
"398672",21,2,20452,17,4512,13303,15919,1,"0",0,0,1099
"540589",29,3,20452,17,4422,13303,10397,1,"0",0,0,594
"455900",24,5,20366,6,4411,13930,15016,1,"1",0,0,258
"418894",22,3,20363,1,5005,12448,10397,2,"1",0,0,341
"202674",11,6,20378,16,5733,11298,13158,2,"1",0,0,309
"371130",20,1,19805,2,1567,10397,11298,1,"0",0,0,731
"94234",5,7,19805,2,2479,15304,11057,1,"0",0,0,507
"100181",6,1,20304,13,3005,10693,13930,1,"0",0,0,409
"396264",21,2,19930,3,623,12478,14771,1,"0",0,0,2586
"562673",30,4,20409,4,1258,11697,11042,1,"0",0,0,1062
"478734",25,6,19805,2,401,11057,11278,1,"0",0,0,331
"356518",19,7,20436,7,119,14843,13303,1,"0",0,0,1045
"237222",13,1,20452,17,4459,14307,14100,1,"0",0,0,237
"252288",13,1,20363,1,5210,12953,13342,1,"0",0,0,738
"156054",8,3,20416,11,1,11697,13930,2,"1",0,0,1182
"177715",10,5,19393,15,1441,10397,11066,1,"0",0,0,447
"251986",13,1,19393,15,2686,14908,14893,1,"0",0,0,404
"419117",22,3,20398,10,3314,12478,14524,1,"0",0,0,288
"592717",31,5,20378,16,6198,12266,10781,1,"0",0,0,253
"54127",3,5,19805,2,2341,13303,12889,1,"0",0,0,2174
"276886",15,3,19393,15,1974,14057,14831,1,"0",0,0,569
"463485",25,6,20366,6,4282,15016,12266,1,"0",0,0,667
"165321",9,4,19790,5,1152,12889,14869,2,"1",0,0,368
"506713",27,1,20416,11,639,11433,15304,1,"0",0,0,983
"254441",14,2,19805,2,2773,12478,11278,1,"0",0,0,213
"428944",23,4,19977,14,264,11292,13930,1,"0",0,0,888
"173568",9,4,20409,4,537,10529,13204,1,"0",0,0,1050
"87478",5,7,19393,15,3502,13198,12953,1,"0",0,0,1107
"246895",13,1,20436,7,2315,14100,11057,1,"0",0,0,449
"343416",18,6,20304,13,3936,13486,14869,1,"0",0,0,436
"277807",15,3,19393,15,373,15016,14679,1,"0",0,0,1557
"446358",24,5,20304,13,5289,14771,15919,1,"0",0,0,1550
"413781",22,3,20452,17,5876,12953,14524,1,"0",0,0,292
"333578",18,6,19393,15,2883,13871,13232,1,"0",0,0,423
"504651",27,1,20363,1,4893,10397,11973,1,"0",0,0,352
"327008",17,5,20416,11,1292,12889,12266,1,"0",0,0,1222
"468082",25,6,19977,14,513,11292,11618,1,"1",0,0,1605
"518837",27,1,19393,15,8,11140,12191,1,"1",0,0,187
"512708",27,1,19393,15,1039,12391,15304,1,"0",0,0,1034
"561369",30,4,19977,14,333,11697,12266,1,"0",0,0,966
"255672",14,2,19790,5,2593,12478,15304,1,"0",0,0,1005
"195281",10,5,20304,13,5885,12266,10372,2,"1",0,0,913
"220373",12,7,19393,15,3761,14831,10800,1,"0",0,0,296
"168106",9,4,19977,14,581,11618,14107,1,"0",0,0,2133
"497649",26,7,20304,13,5247,10713,12892,1,"0",0,0,674
"120163",7,2,20436,7,1250,12266,13204,1,"0",0,0,854
"282726",15,3,20304,13,3499,14570,14747,1,"1",0,0,564
"114830",6,1,20366,6,3991,13930,14321,1,"0",0,0,900
"383136",20,1,19393,15,1505,13232,14107,1,"0",0,0,1444
"159261",9,4,20304,13,3170,11823,11298,1,"0",0,0,859
"389786",21,2,20416,11,947,10158,14635,1,"0",0,0,982
"399706",21,2,19393,15,2192,11292,12191,1,"0",0,0,883
"413495",22,3,20304,13,5688,11292,10713,2,"0",0,0,649
"551623",29,3,20452,17,5928,10721,14524,1,"0",0,0,474
"155170",8,3,19690,9,63,12892,12982,1,"0",0,0,2615
"593325",31,5,19805,2,74,12173,13930,1,"1",0,0,4243
"484493",26,7,20398,10,3662,11066,13930,1,"0",0,0,296
"442225",23,4,19805,2,425,14107,12889,1,"0",0,0,255
"379689",20,1,19790,5,1076,12953,11697,1,"0",0,0,1076
"559668",30,4,20409,4,159,10721,14100,1,"0",0,0,280
"536043",28,2,19930,3,1900,14771,12889,1,"0",0,0,414
"276290",15,3,19393,15,1544,13204,12339,1,"0",0,0,829
"167063",9,4,19790,5,2687,14869,12339,1,"0",0,0,1355
"213528",12,7,19930,3,132,11630,14747,1,"0",0,0,1533
"479606",26,7,20398,10,3404,13303,14685,1,"0",0,0,440
"322275",17,5,19805,2,1624,14679,11298,1,"0",0,0,1171
"400039",21,2,19393,15,5749,12191,11278,1,"0",0,0,1218
"119103",7,2,20409,4,2743,11618,14027,1,"1",0,0,1023
"69862",4,6,20416,11,417,11433,11697,1,"1",0,0,1127
"500607",27,1,19930,3,871,12173,10299,1,"0",0,0,2777
"436183",23,4,19393,15,1511,10693,13204,1,"0",0,0,616
"108857",6,1,19393,15,274,13198,10693,1,"0",0,0,491
"109680",6,1,19393,15,206,14107,13342,1,"0",0,0,1460
"81578",5,7,20452,17,4391,13303,13198,1,"0",0,0,1251
"103268",6,1,19393,15,146,10821,10994,2,"1",0,0,472
"133640",7,2,20409,4,657,11042,11697,1,"0",0,0,1062
"541255",29,3,19393,15,323,10397,13232,1,"0",0,0,591
"88632",5,7,19393,15,3125,14683,10397,1,"0",0,0,874
"80983",5,7,19790,5,2438,12478,11292,1,"0",0,0,1626
"135913",7,2,20304,13,3757,11884,14747,1,"0",0,0,224
"81229",5,7,19790,5,2685,12478,14679,1,"0",0,0,2446
"203372",11,6,19805,2,1424,10599,11298,2,"1",0,0,597
"27452",2,4,19393,15,2497,10821,11986,1,"0",0,0,528
"266108",14,2,19790,5,1157,15624,10397,1,"0",0,0,250
"354658",19,7,20416,11,814,14635,10529,1,"0",0,0,1180
"396353",21,2,19930,3,820,13830,14747,1,"0",0,0,2640
"294662",16,4,20363,1,4867,12478,12264,1,"0",0,0,228
"300630",16,4,19790,5,2151,13303,12953,1,"0",0,0,1096
"533196",28,2,19393,15,428,10721,10821,1,"0",0,0,369
"332149",18,6,19805,2,1761,11298,14122,1,"0",0,0,1067
"184226",10,5,19790,5,2221,14869,14107,1,"0",0,0,507
"487635",26,7,19790,5,1802,14869,10397,1,"0",0,0,1590
"320721",17,5,19393,15,2102,14831,14908,1,"0",0,0,342
"220662",12,7,19393,15,4638,15016,12889,2,"0",0,0,1371
"490691",26,7,20363,1,5293,10397,15412,1,"0",0,0,152
"387009",21,2,19790,5,2420,10397,10868,1,"0",0,0,192
"391094",21,2,20398,10,4219,13930,11066,1,"0",0,0,296
"74793",4,6,20304,13,4247,14869,15389,1,"0",0,0,175
"564986",30,4,19393,15,3450,12953,15016,1,"0",0,0,888
"588092",31,5,19977,14,589,12266,12264,2,"1",0,0,1190
"115193",6,1,20398,10,3610,12953,11193,2,"1",0,0,585
"169200",9,4,20378,16,6184,11996,12264,1,"0",0,0,384
"177095",9,4,19393,15,1849,12892,14107,1,"0",0,0,370
"418382",22,3,20452,17,3497,11618,13487,1,"0",0,0,1008
"67935",4,6,20363,1,4863,12478,11193,1,"1",0,0,589
"304693",16,4,19393,15,2207,11292,14107,1,"0",0,0,602
"444641",24,5,19805,2,2372,14683,11298,1,"0",0,0,247
"104164",6,1,20397,12,5257,11057,13139,1,"0",0,0,175
"17289",1,3,19977,14,737,11292,14771,2,"0",0,0,967
"411376",22,3,20416,11,877,14100,10397,1,"0",0,0,666
"33830",2,4,19977,14,2070,11292,13930,1,"0",0,0,888
"127832",7,2,19393,15,1701,12889,14908,1,"0",0,0,226
"273911",15,3,19977,14,562,11292,14908,1,"0",0,0,846
"117550",6,1,19790,5,1174,12889,12892,1,"0",0,0,236
"341040",18,6,19977,14,2126,14492,11618,1,"0",0,0,416
"598652",31,5,19790,5,2681,10397,14492,1,"0",0,0,356
"58738",3,5,19393,15,603,13232,11193,1,"0",0,0,249
"44539",3,5,19805,2,10,12892,12478,1,"0",0,0,2475
"318108",17,5,20409,4,994,11292,10721,1,"0",0,0,1754
"168654",9,4,20452,17,3549,13487,13930,1,"0",0,0,334
"477854",25,6,20368,8,1359,11193,14112,1,"0",0,0,776
"473181",25,6,19393,15,4557,14730,11292,2,"1",0,0,1024
"204403",11,6,20304,13,4085,10469,11433,1,"1",0,0,113
"33169",2,4,20304,13,5672,13871,11292,1,"0",0,0,472
"497991",26,7,20304,13,5602,13930,10693,1,"0",0,0,409
"583212",31,5,20397,12,5421,11423,11057,1,"0",0,0,815
"491250",26,7,20378,16,5823,10599,11298,1,"0",0,0,597
"13751",1,3,19977,14,1572,14100,13930,1,"0",0,0,678
"368247",20,1,20452,17,4446,12953,12339,2,"0",0,0,660
"338510",18,6,20436,7,1097,12391,13204,1,"0",0,0,971
"526039",28,2,20452,17,6074,10397,12124,1,"0",0,0,238
"204170",11,6,20416,11,912,13204,13930,2,"1",0,0,1005
"224589",12,7,20304,13,5297,13930,12451,1,"1",0,0,864
"543483",29,3,19393,15,39,13495,11278,1,"0",0,0,969
"265733",14,2,19790,5,742,14893,14747,1,"0",0,0,605
"536867",28,2,19790,5,860,14908,13487,1,"0",0,0,1522
"20714",2,4,19790,5,425,14262,13487,1,"0",0,0,1454
"266807",14,2,19977,14,2094,12266,12953,1,"0",0,0,1416
"434135",23,4,20304,13,3832,11433,14122,1,"0",0,0,201
"150222",8,3,19977,14,2028,11292,12266,1,"0",0,0,862
"370777",20,1,19805,2,172,14831,11298,1,"0",0,0,1438
"308496",16,4,19805,2,2686,11057,11697,1,"0",0,0,632
"523818",28,2,19805,2,2046,15304,11057,1,"0",0,0,507
"236176",13,1,19977,14,1527,11618,13204,1,"0",0,0,937
"132830",7,2,20452,17,5994,10721,13198,1,"0",0,0,1256
"237014",13,1,19977,14,247,12892,11618,1,"0",0,0,2454
"132797",7,2,20452,17,5963,10721,12339,1,"0",0,0,818
"268856",14,2,19393,15,1581,11292,13204,1,"0",0,0,1546
"546172",29,3,19805,2,1101,15304,13930,1,"0",0,0,1011
"256127",14,2,19790,5,3084,14869,12889,2,"1",0,0,368
"507441",27,1,20378,16,6028,10423,12264,1,"0",0,0,1297
"558884",30,4,19393,15,874,11292,10721,1,"0",0,0,1754
"14136",1,3,20363,1,5031,11977,13487,1,"0",0,0,252
